,PCA_score,tSNE_score,DiffMap_score,Dropout_rate
0,0.04691743105649948,0.5199182629585266,0.26002809405326843,0.0
1,0.04670451208949089,0.525993287563324,0.49838075041770935,0.5444241
2,0.04425618797540665,0.508144199848175,0.23797611892223358,0.79190524
3,0.00245694350451231,0.008704330772161484,-0.018794063478708267,0.96965098
